userid,group,Q1-1,Q1-2,Q1-3,Q1-4,Q2-1,Q2-2,Q2-3,Q2-4,Q3-1,Q3-2,Q3-3,Q3-4,Q4-1,Q4-2,Q4-3,Q4-4,Q5-1,Q5-2,Q5-3,Q5-4
942,D,2,4,4,3,2,3,4,4,2,3,3,4,5,4,2,3,3,1,4,3
943,D,3,3,2,5,4,2,4,1,4,3,4,1,4,3,4,3,2,3,3,4
944,D,4,2,4,4,4,4,3,3,3,5,3,4,2,5,1,3,3,3,1,2
945,D,1,1,1,5,2,4,4,4,4,4,2,4,3,5,4,4,4,4,1,3
946,D,3,1,3,1,4,3,2,3,2,3,2,4,4,2,4,1,2,4,4,2
947,D,4,1,3,3,1,4,2,3,3,4,2,3,3,4,2,1,5,3,1,4
948,D,3,2,4,1,1,4,4,1,4,4,4,4,4,1,5,5,2,5,2,5
949,D,3,3,2,3,3,2,1,4,3,1,1,1,4,4,2,5,3,2,3,5
950,D,5,2,4,1,3,1,4,4,3,5,4,5,3,2,3,3,3,1,3,3
951,D,4,2,4,4,1,2,1,4,3,5,3,2,4,4,4,3,2,3,5,3
952,D,1,1,2,4,4,1,4,4,3,4,5,5,5,2,3,5,2,4,3,4
953,D,1,1,1,4,1,3,4,5,2,5,4,3,5,4,3,1,2,4,2,2
954,D,2,3,5,2,4,2,1,4,4,4,4,4,2,1,4,4,4,1,1,2
955,D,4,3,4,5,2,4,4,5,1,2,3,3,3,3,4,5,4,5,2,3
956,D,3,3,2,3,4,4,3,2,4,1,2,3,2,3,5,1,3,1,4,3
957,D,4,3,2,4,5,1,4,2,4,2,3,2,4,3,2,2,4,1,4,3
958,D,3,1,2,4,2,4,2,4,4,4,2,2,4,4,3,3,3,2,4,3
959,D,5,1,4,2,4,2,4,1,1,3,2,2,2,5,4,2,2,5,1,5
960,D,2,1,1,5,2,4,3,1,2,2,5,5,4,3,3,3,2,3,3,5
961,D,5,5,1,4,3,1,1,5,2,3,5,3,3,3,2,4,3,3,1,2
962,D,1,2,2,5,5,1,2,5,2,1,3,5,2,2,3,1,4,2,2,3
963,D,2,1,2,3,3,3,4,4,1,1,2,5,1,2,2,1,4,4,2,3
964,D,5,4,4,5,3,3,4,1,4,4,3,1,4,5,2,4,4,3,4,2
965,D,5,3,2,3,2,4,4,2,4,3,4,5,5,3,4,3,2,2,5,4
966,D,1,3,4,1,1,2,2,2,3,3,3,2,5,2,2,4,4,4,4,3
967,D,4,2,3,1,3,5,5,4,2,3,4,2,1,5,1,4,4,5,4,3
968,D,1,2,1,4,3,3,3,3,3,2,1,3,4,4,3,3,4,2,4,1
969,D,1,1,3,2,3,1,2,1,1,5,3,4,3,4,5,2,1,4,3,4
970,D,5,5,3,4,2,5,4,2,4,2,2,2,5,5,2,1,2,4,4,4
971,D,3,2,4,1,5,2,2,1,2,4,4,1,5,2,3,5,3,3,4,2
972,D,3,3,4,3,2,1,1,5,4,4,1,2,5,2,2,4,4,1,4,3
973,D,3,2,1,2,2,4,2,3,3,2,2,3,5,3,4,5,2,4,3,1
974,D,4,3,2,2,4,3,3,3,3,5,3,2,2,3,2,3,4,4,4,2
975,D,2,2,3,3,4,4,2,5,4,2,2,3,2,3,4,2,5,2,5,3
976,D,5,5,3,2,4,1,4,1,1,4,2,3,2,2,2,4,4,1,2,2
977,D,1,2,4,3,5,3,2,5,4,3,2,4,2,3,3,4,4,4,3,4
978,D,1,2,1,1,4,2,3,2,1,5,5,1,4,4,3,3,3,2,4,1
979,D,5,2,2,1,3,2,3,1,2,4,3,3,4,1,2,3,3,1,3,1
980,D,3,4,1,3,1,4,2,5,1,1,5,2,5,3,4,2,4,4,3,3
981,D,4,4,3,4,3,4,4,4,4,4,2,5,4,1,2,3,3,3,1,4
982,D,2,4,4,1,5,1,3,3,1,4,3,3,1,4,5,3,1,3,3,5
983,D,3,5,3,4,2,3,2,2,2,2,2,2,4,2,2,3,4,5,2,2
984,D,5,4,3,2,3,5,2,3,4,4,4,1,2,2,5,1,1,4,2,2
985,D,2,3,1,1,4,2,1,4,2,2,4,4,4,3,1,4,4,2,4,3
986,D,4,2,4,1,5,1,4,1,3,4,2,4,4,1,3,3,4,4,5,1
987,D,5,3,4,5,4,4,5,1,3,4,2,2,4,1,3,3,2,2,4,3
988,D,4,5,3,3,4,2,4,3,3,4,2,1,3,5,3,3,3,3,3,1
989,D,1,3,4,5,4,1,2,1,3,3,4,3,3,2,2,4,1,3,5,4
990,D,3,2,5,3,3,4,3,4,4,3,4,1,4,4,1,2,3,3,4,1
991,D,4,5,3,3,3,2,4,3,3,1,2,4,3,5,2,3,4,5,2,1
992,D,2,3,1,3,4,5,5,3,5,3,3,1,2,3,4,2,4,2,4,5
993,D,4,4,3,1,4,4,3,3,4,4,2,2,1,4,2,4,4,3,4,4
994,D,3,3,2,1,4,2,4,1,4,2,2,3,4,5,2,5,5,4,1,3
995,D,1,5,2,5,5,4,1,1,3,5,2,2,4,5,3,3,3,5,1,5
996,D,4,1,3,5,4,5,4,5,3,3,2,4,1,3,2,1,3,1,1,4
997,D,2,4,4,4,1,2,2,3,3,1,2,2,3,1,2,1,2,4,4,1
998,D,4,4,2,3,2,3,4,3,3,5,3,2,5,3,3,5,4,4,1,4
999,D,3,4,3,1,5,1,4,2,5,5,4,4,1,4,1,5,1,3,4,3
